Kode,Nama Customer,Alamat,Telepon,Tipe,Sales,Aktif,PIC Kendala Bongkar,Kontak,user_define1,user_define2,user_define3,user_define4,user_define5,user_define6,user_define7,user_define8,npwp,Company,pkp,email,credit_limit,Kode Internal SAP,Kode Eksternal,commitments_amount,remaining_amount,oldest_open_item,Flag API,Cek Plafon Bank,Cek Plafon SAP,ID Telegram,Norek BRI,Oid
CUS25020007,CV. SUBIYANTO JAYA EXPRESS,"JL. IKAN GURAMI LEBAR NO. 1C, KEL. PERAK BARAT, KEC. KREMBANGAN, KOTA SURABAYA",082232782815,Company,PUTRA BAGUS FERMANSYAH,TRUE,,FERRY AL MAARIJ,,,,,0,0,0,,766371082605000,11,,subiyantojayaexpress@gmail.com,0,2135382,2135382,0,0,,,FALSE,FALSE,,,591
CUS24010002,SEMEN INDONESIA LOGISTIK,JL. VETERAN NO.129 KEBOMAS,,Semen Indonesia Group,HARI KUSNANDAR,TRUE,,,,,,,0,0,0,,,11,,,0,,2300000,0,0,,,FALSE,FALSE,,,474
CUS24060014,PT. ADINDA TRAN KARGO,"JL. PONCOWOLO TIMUR II/370 B, KEL. PENDRIKAN LOR, KEC. SEMARANG TENGAH",,Company,PUTRA BAGUS FERMANSYAH,TRUE,,DESSY SURYANINGSIH,,,,,0,0,0,,66.269.114.6-509.000,11,,,"150,000,000",2132582,2132582,"21,500,000","128,500,000",31.07.2024,,FALSE,FALSE,,,525
2127353,"MITRA KARYA SEJAHTERA, CV",JL. DANAU MANINJAU RAYA NO. 138A RT 001 RW 012,0818389629,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,"10,000,000",2127353,2127353,0,0,,,FALSE,FALSE,,,415
CUS24080002,PT. CITRA BAJA MANDIRI,"KAWASAN INDUSTRI AGARINDO NO. 168, KEL. BUNDER, KEC. CIKUPA, KAB. TANGERANG, BANTEN",02159302352,Company,SEFTI MARDIANTI,TRUE,,HASANUDIN ES,,,,,0,0,0,,40.685.629.4-451.000,11,,contact@citrabajamandiri.org,"50,000,000",2133312,2133312,0,0,,,FALSE,FALSE,,,533
CUS24040007,PT. MOTASA INDONESIA,"JL. SOEKARNO-HATTA RT.04 LOA JANAN ULU LOA JANAN, DS. LOA JANAN ULU, KEC. LOA JANAN, KAB. KUTAI KART",03216854846,Company,SEFTI MARDIANTI,TRUE,,MUHAMMAD RIZKY FADLILAH,,,,,0,0,0,,025037904725000,11,,muzakki@motasaindonesia.co.id,"50,000,000",2132185,2132185,"30,310,000","19,690,000",26.09.2024,,FALSE,FALSE,,,502
2127576,"PARKLAND WORLD INDONESIA,","JL. RAYA SERANG KM. 68, KIBIN, SERANG,",0254402301,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,"125,000,000",2127576,2127576,"77,730,413","47,269,587",03.03.2024,,FALSE,FALSE,,,419
2112529,RAGAM USAHA PRIMA MANDIRI,"JL. KOLONEL SUGIONO RUKO PEMUDA BLOK ANO. 17, PANDANSARI",0,Company,PUTRA BAGUS FERMANSYAH,TRUE,,SIGIT,,,,,0,0,0,,,11,,,"200,000,000",2112529,2112529,0,0,,,FALSE,FALSE,,,346
CUS25070001,CV. QURNIA ABADI JAYA,"DUSUN KRAJAN RT.002 RW.001, KEL. WONOJOYO, KEC. GURAH, KAB. KEDIRI, JAWA TIMUR 64181",085731215727,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,SYAHRONI SEBTIYANTO,,,,,0,0,0,,991403841655000,11,,qurniaabadi22@gmail.com,0,2136536,2136536,0,0,,,FALSE,FALSE,,,622
2300002,"VARIA USAHA BAHARI, PT","JL. VETERAN NO.171 A RT.02 RW.01, GENDING, GRESIK",0,Company,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,"400,000,000",2300002,2300002,"6,208,300","393,791,700",28.02.2026,,FALSE,FALSE,,,471
CUS25090004,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,641
CUS25090005,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,642
CUS24120007,PT. DAHANA INVESTAMA CORP,"MENARA MTH LT.17, JL. MT HARYONO KAVLING 23, KEL. TEBET TIMUR, KEC. TEBET, JAKARTA SELATAN",02183782317,Company,MUHAMMAD FAKHRI AZMI AULI ,TRUE,,"BUDI IRFANI, SE",,,,,0,0,0,,01.690.896.4-015.000,11,,agus.setiabudi@dahana.is,"50,000,000",2134763,2134763,0,0,,,FALSE,FALSE,,,570
CUS24020004,PT. DOWA ECO SYSTEM INDONESIA,"JL. RAYA DAENDELS KM. 91, TLOGORETNO, BRONDONG, KABUPATEN LAMONGAN, JAWA TIMUR 62263",081334316002,Company,ANDY ZUNAN HILMI,TRUE,,,,,,,0,0,0,,313536750604000,11,,"ahmad,fauzi@desi.co.id","100,000,000",2128047,,"9,821,180","90,178,820",23.07.2025,,FALSE,FALSE,,,488
CUS25090006,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,643
CUS25090007,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,644
CUS25060005,PT. GALIC BINA MADA,"JL. INSPEKSI KALIMALANG RT.002 RW.001. KEL. SUKADANAU, KEC. CIKARANG BARAT, KAB. BEKASI",,Company,RIKI NOVA SURYATMAJA,TRUE,,SANDY RUSLI,,,,,0,0,0,,013092549431000,11,,ijin@galicbinamada.com,"16,000,000",2136436,2136436,"15,558,500","441,500",25.10.2025,,FALSE,FALSE,,,621
2103604,MULYA AGUNG DIRGANTARA,RAYA PANDUGO 147 PENJARINGAN SARIRUNGKUT - SURABAYA,0318791440,Company,BRAHIM,TRUE,,,,,,,0,0,0,,,11,,,"86,000,000",2103604,2103604,"84,450,000","1,550,000",27.10.2025,,FALSE,FALSE,,,306
2103974,WAHYU PANCA SUKSES,"RUKO GREEN GARDEN, DAHANREJO, KEBOMAS",0313970994,Company,RUDIANTO,TRUE,,,,,,,0,0,0,,,11,,,"300,000,000",2103974,2103974,"17,646,080","282,353,920",08.11.2025,,FALSE,FALSE,,,338
2126118,SAMSUL ANWARI,JL. PELABUHAN DUA KM 9 RT.002 RW.001 KEBONMANGGU,082312930571,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BU VERA,,,,,0,0,0,,,11,,,"5,000,000",2126118,2126118,0,0,,,FALSE,FALSE,,,392
CUS24010011,PT INTI LUHUR MULIA,JL BRAWIJAYA NO. 19 GUMENO MANYAR GRESIK,087794302700,Company,ARLI TRI WIGUNA,TRUE,,M. ALI FIKRI,,,,,0,0,0,,60.872.390.4-642.000,11,S-233/PKP/KPP.241003/2023,intiluhurmulia@gmail.com,"10,000,000",2131328,2131328,0,0,,,FALSE,FALSE,,,483
CUS24050006,CV SEKAR MANDIRI,JL. SINGA LAUT NO. 156 RT.005 RW.013 KEL. MERTASINGA KEC. CILACAP UTARA KAB. CILACAP,08122701206,Company,MUHAMMAD FAKHRI AZMI AULIA,TRUE,,SUKAINAH,,,,,0,0,0,,02.908.836.6-522.000,11,,,"90,000,000",2132277,2132277,"58,650,500","31,349,500",01.11.2024,,FALSE,FALSE,,,509
CUS25020009,PT. PLATINUM CEMERLANG INDONESIA,"KALIPURI, BANDAR KEDUNG MULYO, KEC. BANDARKEDUNGMULYO, JOMBANG, JAWA TIMUR 61462",082332775757,Company,PUTRA BAGUS FERMANSYAH,TRUE,,QIANG YU,,,,,0,0,0,,96.024.681.7-455.000,11,,,"20,000,000",2135428,2135428,0,0,,,FALSE,FALSE,,,593
CUS24120004,CV. KIRANA NAWA SENA,"PERUMAHAN GREEN LAKE NATURAL LIVING BLOK G-22, KELURAHAN WONOREJO, KECAMATAN RUNGKUT, SURABAYA",081333372178,Company,PUTRA BAGUS FERMANSYAH,TRUE,,SYAFA ZIYADAH KIRANA,,,,,0,0,0,,62.681.142.6-615.000,11,,kirananawasena@gmail.com,"50,000,000",2134732,2134732,"8,500,000","41,500,000",20.09.2025,,FALSE,FALSE,,,567
CUS25070006,PT. SEMEN BATURAJA TBK,"JL. ABIKUSNO COKROSUYOSO NO. 1175, RT 000, RW 000, KERTAPATI, KOTA PALEMBANG, SUMATERA SELATAN 30528",062711511261,Semen Indonesia Group,ADIB SUAIB,TRUE,,,,,,,0,0,0,,0010021152051000,11,,tax.smbr@sig.id ,0,2121494,2121494,0,0,,,FALSE,FALSE,,,627
CUS24020001,RONALD WERNER SALAMPESSY,"DUSUN AMALATUEI, DESA SULI, KECAMATAN SALAHUTU, MALUKU TENGAH",085222240702,Retail,PUTRA BAGUS FERMANSYAH,FALSE,,RONALD WERNER SALAMPESSY,,,,,0,0,0,,753698984941000,11,,tanete_ambon@yahoo.com,"10,000,000",2131566,2131566,0,0,,,FALSE,FALSE,,,485
CUS24030002,PT. GAMA INTISAMUDERA,"JL. TANJUNG PRIOK NO. 12A, KEL. PERAK BARAT, KEC. KREMBANGAN, SURABAYA",,Company,PUTRA BAGUS FERMANSYAH,TRUE,,DRS. SYAMSUL MA'ARIF,,,,,0,0,0,,017160326631000,11,,,0,2131856,2131856,0,0,,,FALSE,FALSE,,,493
CUS24060009,PT. TJAKRINDO MAS,"JL. RAYA KEPATIHAN NO. 168, DESA KEPATIHAN, KECAMATAN MENGANTI, KABUPATEN GRESIK",0317993818,Company,PUTRA BAGUS FERMANSYAH,TRUE,,SISWOYO,,,,,0,0,0,,01.440.869.4-641.000,11,,tjakmas@yahoo.com,0,2132284,2132284,0,0,,,FALSE,FALSE,,,520
CUS24060012,RIZKY VANDI JUNANDA (PELANGGAN TUNAI),"PUP SEKTOR V BLOK C6 NO.09 RT.004 RW.022, KEL. BAHAGIA. KEC. BABELAN",,Retail,SEFTI MARDIANTI,TRUE,,RIZKY VANDI JUNANDA,,,,,0,0,0,,83.904.364.3-435.000,11,,,0,2132403,2132403,0,0,,,FALSE,FALSE,,,523
CUS24010010,PT. ENGGAL SUBUR KERTAS,"Jl. Raya Kudus Pati KM 12.5, Terban, Jekulo, Kudus",0811-277-083,Company,RIDWAN SISWANTO THAIB,TRUE,,Bu Rina - 0811-277-083,,,,,0,0,0,,01.641.767.7-511.000,11,PEM-00397/WPJ.10/KP.1003/2013,-,"200,000,000",2131384,2131384,0,0,,,FALSE,FALSE,,,482
CUS24040004,PT. IRON BIRD,"JL. CAKUNG CILINCING NO. 10, RT. 004 RW. 003, SEMPER TIMUR, CILINCING, JAKARTA UTARA, DKI JAKARTA  ",,Company,PUTRA BAGUS FERMANSYAH,FALSE,,SATRIYO HADI UTOMO,,,,,0,0,0,,016024127045000,11,,,0,2132083,2132083,0,0,,,FALSE,FALSE,,,499
CUS24050002,CV RIZQY BAROKAH,"Gunungmulyo RT.002 RW.001 Kelurahan Gunungmulyo Kecamatan Sarang ,Rembang, Jawa Tengah",085226046968,Company,MUHAMMAD FAKHRI AZMI AULIA,TRUE,,Rudi Setiyawan,,,,,0,0,0,,3317052901830000,11,,,0,2132252,,0,0,04.07.2024,,FALSE,FALSE,,,505
CUS24010005,MUHAMMAD MAULANA AL JUFRI,"JL. SUNAN GIRI 14/11, RT. 006 RW.002, DESA GIRI, KECAMATAN KEBOMAS, GRESIK",,Company,PUTRA BAGUS FERMANSYAH,TRUE,,082228236762,,,,,0,0,0,,,11,,,"31,000,000",2131077,2131077,0,0,,,FALSE,FALSE,,,477
CUS25020010,CV. HIMALAYA,"PONDOK JATI BLOJ CI-17, KEL. JATI, KEC. SIDOARJO, KAB. SIDOARJO",031-8958524,Company,PUTRA BAGUS FERMANSYAH,TRUE,,RUDY MULYADI,,,,,0,0,0,,03.067.523.5-617.000,11,,himayalasby@gmail.com,0,2135411,2135411,0,0,,,FALSE,FALSE,,,594
CUS24040002,"KAWAN SEJATI SAMUDRA, PT","Perum Semarang Indah Blok E.9 No.2 RT.001 RW.010, Kelurahan Tawang Mas, Kecamatan Semarang Barat",081326184089,Company,ARLI TRI WIGUNA,TRUE,,,,,,,0,0,0,,032033078503000,11,,,"500,000,000",2132037,2132037,"289,180,600","210,819,400",10.01.2025,,FALSE,FALSE,,,497
CUS25080010,HM. RIDWAN. SH,JL. PANGLIMA SUDIRMAN NO. 26 RT01 RW03 DS. SUKOLILO KEC. TUBAN,082132536243,Retail,BRAHIM,TRUE,02M010,HM. RIDWAN. SH,,,,,0,0,0,,06.628.694.9-648.000,11,,,0,2136857,2136857,0,0,,,FALSE,FALSE,,,637
CUS25090008,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,645
CUS25090023,PT. SUMATERA KEMASINDO,"JL. LINTAS TIMUR KM 18. KEL. KULIM. KEC. KULIM, KOTA PEKANBARU, RIAU",085100866919,Company,RIKI NOVA SURYATMAJA,TRUE,,ARIFIN BAKRI,,,,,0,0,0,,0020375424211000,11,,"kemasindo@ptsumatera,co,id","75,000,000",2136993,2136993,"74,665,000","335,000",15.12.2025,,FALSE,FALSE,,,660
CUS24120001,PT. HUTOMO TATA MANDIRI,"RUKO GARDEN 8 BLOK G NO. 35, GADING SERPONG, KEL. PAKULONAN BARAT, KEC. KELAPA DUA, TANGERANG",081331545030,Company,RIKI NOVA SURYATMAJA,TRUE,,DENY CANDRA IRAWAN,,,,,0,0,0,,31.657.178.5-451.000,11,,hutomo.jkt@gmail.com,"40,000,000",2134733,2134733,"209,050","39,790,950",09.02.2025,,FALSE,FALSE,,,564
2127624,BERHASIL INDONESIA GEMILANG LOGISTIK,JL IR SOEKARNO (MERR) NO 531 RT 002 RW 001 PENJARINGAN SARI,0,Company,PUTRA BAGUS FERMANSYAH,TRUE,,BAPAK ARIEFIN,,,,,0,0,0,,,11,,,"200,000,000",2127624,2127624,"93,018,260","106,981,740",19.11.2025,,FALSE,FALSE,,,421
CUS25060002,PT. KURNIA ARTHA PRATIWI,"JL. RAYA PAMUCATAN KM 22.5, KELURAHAN CIBURUY, KECAMATAN PADALARANG, KAB. BANDUNG BARAT",0226807070,Company,RIKI NOVA SURYATMAJA,TRUE,,IVAN WIJONO,,,,,0,0,0,,025259813441000,11,,tambang@kurniamineral.com,"30,000,000",2136360,2136360,"3,750,000","26,250,000",28.11.2025,,FALSE,FALSE,,,618
CUS24070001,PT. MARITIM KARKASA SAMUDERA,"JL. LAKSDA MOH NAZIR NO. 29 RUKO BLOK G-17, KEL. PERAK BARAT, KEC. KREMBANGAN, SURABAYA",082199445566,Company,PUTRA BAGUS FERMANSYAH,TRUE,,ROBY AGUSSALIM,,,,,0,0,0,,19.712.737.6-605.000,11,,maritimkarkasasamudera@gmail.com,"65,000,000",2132911,2132911,0,0,,,FALSE,FALSE,,,530
CUS24060016,RONALDO MARPAUNG,Jl. Raya KM 79,,Company,,TRUE,,,,,,,0,0,0,,,11,,,"1,500,000",2132662,2132662,0,0,,,FALSE,FALSE,,,527
CUS25070005,PT. ARTHA KENCANA SUCOREJO,JL Raya Tuban-Semarang KM23 Ds Sucorejo Kec Jenu Kab Tuban Jawa Timur ,,,RUDIANTO,TRUE,,085315039467,,,,,0,0,0,,1000000002962172,11,,,"100,000,000",2136628,,"74,200,000","25,800,000",17.09.2025,,FALSE,FALSE,,,626
CUS24060013,YOGIE WARDHANA PUTRA (PELANGGAN TUNAI),"JAMBU 42 RT.007 RW.002, KEL. TAMBAKSARI, KEC. TAMBAKSARI",,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,YOGIE WARDHANA PUTRA,,,,,0,0,0,,54.077.583.0-619.000,11,,,"10,000,000",2125392,2125392,0,0,,,FALSE,FALSE,,,524
CUS24060001,PT. AMAK FIRDAUS UTOMO,"JL. ANGGREK NO. 2, KEL. SUKABUMI, KEC. MAYANGAN, KOTA PROBOLINGGO, JAWA TIMUR 67219",,Company,PUTRA BAGUS FERMANSYAH,TRUE,,,,,,,0,0,0,,01.637.477.9-651.000,11,,aaarudyanto@utomoflex.com,"130,000,000",2100142,2100142,"27,282,840","102,717,160",09.09.2025,,FALSE,FALSE,,,512
CUS24060007,PT. MAKALANI CHALIM PERSADA,"JL. WIJAYA KUSUMA NO. 59, NGEBLAK LOR RT.001 RW.001 KECAMATAN GIRIWOYO",082245127517,Company,PUTRA BAGUS FERMANSYAH,TRUE,,,,,,,0,0,0,,43.924.520.0-532.000,11,,makalanipt@gmail.com,0,2131079,2131079,0,0,,,FALSE,FALSE,,,518
CUS25080004,PT. BANGUN PERSADA MORTARINDO,"SUB CO SPAZIO TOWER SUITE OFFICE NO. 16, JL. MAYJEN YONO SUWONO NO.35, LT. 10, KEL. PRADAH KALIKENDA",08119357777,Company,PUTRA BAGUS FERMANSYAH,TRUE,,IRWANDI WIBISONO,,,,,0,0,0,,125097675618000,11,,mortarindo.adm@gmail.com,"20,000,000",2136749,2136749,0,0,,,FALSE,FALSE,,,631
CUS24050007,"MITRA ARTA PRIMA, PT","JL TANJUNG DATUK NO. 212 D, KEL TANJUNG RHU, KEC LIMA PULUH",081271763920,Company,SEFTI MARDIANTI,TRUE,,081271763920,,,,,0,0,0,,397890740211000,11,,ptmitraartaprima@gmail.com,0,2132328,2132328,0,0,,,FALSE,FALSE,,,510
CUS25080009,PT. MITRA NUANSA UTAMA,"JL. PANGLIMA SUDIRMAS NO. 23-25, KEL. EMBONG KALIASIN, KEC. GENTENG, KOTA SURABAYA",,Company,RIKI NOVA SURYATMAJA,TRUE,,EVI SEPTINASARI,,,,,0,0,0,,728241571615000,11,,,"20,000,000",2136707,2136707,0,0,,,FALSE,FALSE,,,636
CUS24110008,MUHAMMAD ANDY RIDHWAN,"JL. PINUS NO. 27, RT.002 RW.002, KEL. KEPANJEN KIDUL, KEC. KEPANJEN KIDUL, BLITAR",,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,MUHAMMAD ANDY RIDHWAN,,,,,0,0,0,,,11,,,"10,000,000",2134510,2134510,0,0,,,FALSE,FALSE,,,557
CUS25030011,CV. MEGA BINTANG BALI,"JL. I GUSTI KETUT JELANTIK, KEL. WERDI BHUWANA, KEC. MENGWI, BADUNG, BALI",0812131335528,Company,PUTRA BAGUS FERMANSYAH,TRUE,,SARI EKAWATI WIJAYA,,,,,0,0,0,,22.526.305.2-906.000,11,,megabintangbali2024@gmail.com,"290,000,000",2135600,2135600,"79,500,000","210,500,000",07.09.2025,,FALSE,FALSE,,,608
CUS25090009,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,646
CUS25090022,PT. ANEKA FORTUNA NUSANTARA,"JL. NASIONAL 1, KEL. SUGIHWARAS, KEC. JENU, KAB. TUBAN, JAWA TIMUR",081357739947,Company,PUTRA BAGUS FERMANSYAH,TRUE,,FAHIM NIAMILLAH,,,,,0,0,0,,704663103648000,11,,,"20,000,000",2136919,2136919,0,0,,,FALSE,FALSE,,,659
CUS25090024,PT MISI SEJAHTERA BERSAMA,"Perumnas Tanjung Paku Blok J Nomor 28 , Desa/Kelurahan Tanjung Paku, Kec. Tanjung Harapan, Kota Solo",,Company,ANDY ZUNAN HILMI,TRUE,,,,,,,0,0,0,,,11,,,"10,000,000",2134511,,0,0,,,FALSE,FALSE,,,661
CUS25090010,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,647
CUS25090012,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,649
CUS25090013,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,650
CUS25090014,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,651
CUS25080007,PT. SUKSES EXPAMET,"JL. KALIANAK BARAT NO. 57C, KEL. KALIANAK, KEC. ASEMROWO, KOTA SURABAYA",08123231133,Company,PUTRA BAGUS FERMANSYAH,TRUE,,ANTONIUS JIMMY CHRISTANTO,,,,,0,0,0,,014976625631000,11,,,"666,000,000",2100135,2100135,"656,700,000","9,300,000",01.11.2025,,FALSE,FALSE,,,634
CUS25090001,CV. KRIYA ARTHA PRIMA,"DUSUN KRAJAN KULON, KEL. PALERAN, KEC. UMBULSARI, KAB. JEMBER, JAWA TIMUR 68166",089509673111,Retail,PUTRA BAGUS FERMANSYAH,TRUE,,SUBANI,,,,,0,0,0,,1000000004113363,11,,arthaprima@gmail.com,"5,000,000",2136651,2136651,0,0,,,FALSE,TRUE,,,638
CUS25090015,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,652
CUS25090016,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,653
CUS25090019,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,656
CUS25090020,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,657
CUS25090021,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,658
CUS24110003,PT. GIRI PRIMA RAYA,"JL. VETERAN 5A NO. 37, KEL. SINGOSARI, KEC. KEBOMAS, KAB. GRESIK 61122",082132862141,Company,PUTRA BAGUS FERMANSYAH,TRUE,,MOCHAMAD IBNU BAGUS SUSILO,,,,,0,0,0,,0533172201642000,11,,mibn.bagus@gmail.com,0,2134362,2134362,0,0,,,FALSE,FALSE,,,552
CUS24020003,PT. WELAS JAYA ABADI (CIPONDOH),"JL. IRIGASI NO. 143 RT.001 RW.001, CIPONDOH MAKMUR, CIPONDOH",081315464691,Company,ANDY ZUNAN HILMI,TRUE,,SUWITO,,,,,0,0,0,,626268593416000,11,,welasjayaabadi@gmail.com,"89,000,000",2131078,,"21,226,000","67,774,000",06.12.2025,,FALSE,FALSE,,,487
CUS25080006,NUR ACHMAD ENDRA SUSANTO,"JL. KREMBANGAN BARU 2/10, RT.002 RW.001, KEL. KEMOYARAN, KEC. KREMBANGAN, KOTA SURABAYA",,Retail,RIKI NOVA SURYATMAJA,TRUE,,NUR ACHMAD ENDRA SUSANTO,,,,,0,0,0,,933189060605000,11,,,"20,000,000",2136785,2136785,"19,000,000","1,000,000",26.09.2025,,FALSE,FALSE,,,633
2103759,"BINTANG SURAYA PASIFIK, PT",JL. SINDUJOYO 57 RT.004 RW. 001 KROMANGRESIK,0,Company,PUTRA BAGUS FERMANSYAH,TRUE,,,,,,,0,0,0,,,11,,,"955,000,000",2103759,2103759,"602,173,232","352,826,768",21.11.2025,,FALSE,FALSE,,,334
CUS25010001,SEMEN INDONESIA LOGISTIK (DEPCONT),JL. VETERAN NO.129 KEBOMAS,,Semen Indonesia Group,RIKI NOVA SURYATMAJA,TRUE,,,,,,,0,0,0,,,11,,,0,2300000,2300000,0,0,,,FALSE,FALSE,,,575
CUS25080005,PT. GUNA BANGUN JAYA,"JL. SULTAN AGENG TIRTAYASA KM-2, KAB. CIREBON, JAWA BARAT 45153",0811202230,Company,RIKI NOVA SURYATMAJA,TRUE,,GUNAWAN TJAHJADI,,,,,0,0,0,,017859737426000,11,,,"92,000,000",2136774,2136774,"91,000,000","1,000,000",26.11.2025,,FALSE,FALSE,,,632
CUS24070002,CV. VENTURI TANI MANDIRI,"JL. RINGROAD UTARA, RUKO CASAGRANDE NO. 28, KEL. MAGUWOHARJO, KEC. DEPOK",02744542717,Company,PUTRA BAGUS FERMANSYAH,TRUE,,WANTO,,,,,0,0,0,,76.328.855.2-542.000,11,,admin@venturitanimandiri.com,"7,000,000",2121539,2121539,0,0,,,FALSE,FALSE,,,531
CUS24040001,PT. VARIA USAHA FABRIKASI,"JL. DR. WAHIDIN SUDIROHUSODO NO. 100, KEBOMAS, GRESIK, JAWA TIMUR 61121",081232204336,Company,PUTRA BAGUS FERMANSYAH,TRUE,,,,,,,0,0,0,,72.548.516.3-612.000,11,,vufafabrikasi@gmail.com,"30,000,000",2100632,2100632,0,0,,,FALSE,FALSE,,,496
CUS25060001,PT. AMARI BALI ANANTA,"JL. BYPASS NGURAH RAI NO. 888XX, KEL. PEMOGAN, KEC. DENPASAR SELATAN, KOTA DENPASAR",08113957755,Company,PUTRA BAGUS FERMANSYAH,TRUE,,NI KOMANG ASTRI YULISTYAWATI,,,,,0,0,0,,43.303.717.3-903.000,11,,amaribaliananta@gmail.com,"45,000,000",2136269,2136269,"42,360,000","2,640,000",08.10.2025,,FALSE,FALSE,,,617
CUS25020012,PT. NOTOSU BERKAH MANDIRI,"RUKO CLUSTER HARMONI HZ NO.8 HARAPAN INDAH, KEL. PUSAKA RAKYAT, KEC. TARUMAJAYA, BEKASI",081284138775,Company,RIKI NOVA SURYATMAJA,TRUE,,ALDIAS PRATOMO AJI,,,,,0,0,0,,84.808.460.4-435.000,11,,notosuberkahmandiri@gmail.com,0,2135473,2135473,0,0,,,FALSE,FALSE,,,596
CUS25010010,PT. SUPREME PAPER SOLUTION,"JL. RAYA KUPANG BARU NO. 27, KEL. DUKUH KUPANG, KEC. DUKUH PAKIS, SURABAYA, JAWA TIMUR 60225",0818393963,Company,RIKI NOVA SURYATMAJA,TRUE,,IBU PRISKA,,,,,0,0,0,,417505740402000,11,,,"730,000,000",2134979,2134979,"419,362,950","310,637,050",28.11.2025,,FALSE,FALSE,,,584
CUS24110009,PT. BUMI EKONOMI SIRKULAR,"JL. RAYA RS FATMAWATI NOMOR 07 RT.000 RW. GANDARIA UTARA, KEBAYORAN BARU",08121240898,Company,ADIB SUAIB,TRUE,,BUDI ARSIL,,,,,0,0,0,,40.069.285.1-019.000,11,,bumisirkular@gmail.com,"35,000,000",2134524,2134524,"6,200,000","28,800,000",01.08.2025,,FALSE,FALSE,,,558
CUS25090017,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,654
2103619,PT. WILMAR NABATI INDONES,GEDUNG B & G LT.9 JL PUTRI HIJAU NO. 10 KESAWAN MEDAN BARAT,0,Company,ANDY ZUNAN HILMI,TRUE,,,,,,,0,0,0,,,11,,,"315,000,000",2103619,2103619,"266,913,600","48,086,400",18.12.2025,,FALSE,FALSE,,,310
CUS25090018,,,,,,FALSE,,,,,,,0,0,0,,,,,,0,,,0,0,,,FALSE,FALSE,,,655
CUS24100005,PT FREEPORT INDONESIA,Jl. HR Rasuna Said Kav X7 No6 Jakarta 12940,08192250589,Company,ANDY ZUNAN HILMI,TRUE,001439,Michael Suseno,,,,,0,0,0,,,11,,nfacrist@fmi.com,"700,000,000",2134384,2134384,"661,961,220","38,038,780",04.06.2025,,FALSE,FALSE,,,549
CUS25060004,PT YASIGA SARANA UTAMA,"KOMPLEK PT.SEMEN PADANG KEL. INDARUNG, Desa/Kelurahan Indarung, Kec. Lubuk Kilangan, Kota Padang, Pr",,Company,ANDY ZUNAN HILMI,TRUE,,yasigautama@yahoo.com,,,,,0,0,0,, 0017 5661 7520 1000,11,,,0,2136388,,0,0,,,FALSE,FALSE,,,620
CUS24040005,PT. LAZUARDO VITTORIO INDONESIA,"SOUTH QUARTER TOWER A, 18TH FLOOR, DESA CILANDAK BARAT, KEC. CILANDAK, JAKARTA SELATAN, DKI JAKARTA ",,Company,SEFTI MARDIANTI,TRUE,,PURNOMO,,,,,0,0,0,,926586116016000,11,,lazuardovictory@gmail.com,0,2132090,2132090,0,0,,,FALSE,FALSE,,,500
CUS25030012,PT. PENDAWA BERSAMA JAYA,"JL. MANYAR KARTIKA TIMUR III/11, KEL. MENUR PUMPUNGAN, KEC. SUKOLILO",081357881118,Company,RIKI NOVA SURYATMAJA,TRUE,,JONY WIDJAJA,,,,,0,0,0,,1249000700573,11,,jony.widjaja78@gmail.com,0,2135623,2135623,0,0,,,FALSE,FALSE,,,609
